model,silhouette,davies_bouldin,calinski_harabasz
KMeans,0.6800236899088042,0.6429822014704192,1591.492612766868
DBSCAN,0.6731473428997874,0.3153523177718332,210.99489551109173
GMM,0.20076697719293923,1.541403992427514,392.53557025707613
